# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: 
# Instrument: BOA_beamline_monitors.instr
# Ncount: 2000000
# Trace: no
# Gravitation: no
# Seed: 1672827109412675
# Directory: Unmodified
# Param: flagin=0
# Param: trompete_exit_slit_width=0.04
# Param: trompete_exit_slit_height=0.04
# Date: Wed Jan  4 11:11:51 2023 (1672827111)
# type: array_2d(100, 100)
# Source: BOA_RNR51 (BOA_beamline_monitors.instr)
# component: PSD_behind_guide
# position: 0 0 4.8168
# title: PSD monitor
# Ncount: 2000000
# filename: PSD_behind_guide.dat
# statistics: X0=0.065179; dX=2.37345; Y0=0.0178393; dY=4.46869;
# signal: Min=0; Max=6.74341e+07; Mean=1.59106e+07;
# values: 1.59106e+11 7.49325e+08 301270
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -5 5 -8.5 8.5
# variables: I I_err N
# Data [PSD_behind_guide/PSD_behind_guide.dat] I:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 4345771.493 2287902.923 8074897.813 13334008.04 1684432.366 230615.2555 8520695.514 4714813.284 259876.2639 1809816.566 993157.3541 1905963.825 1797951.891 1635484.068 968343.5554 2747282.022 397287.6555 6120847.992 180796.1238 1431727.855 9326774.398 7883736.962 678474.3007 998178.3486 640416.7595 1034800.972 1524851.174 2497204.363 2764855.662 3998911.201 8509180.104 126265.9788 3266426.681 1614169.198 247695.7214 2003789.923 958739.029 2339542.579 1486503.658 561216.2877 7627792.856 8434820.352 79606.04494 1637878.451 941329.8359 1068901.065 10382841.61 1205708.305 7732655.635 1518721.662 2297813.67 5302460.711 2882266.381 5049712.613 466725.2857 1450906.364 384995.0858 1289256.812 8805742.047 2413518.916 7361372.511 576673.8886 3075410.153 1181513.944 1087065.207 8917643.013 1651861.102 3331720.715 274694.8332 2496004.099 4328607.278 1379535.962 655811.9601 2713730.334 10051779.47 1450454.153 540582.0816 794438.1803 1464485.68 8870187.383 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 24954561.84 21535033.65 47439383.55 58918150.13 21542680.38 21479758.23 18557511.59 29295428.82 19600596.66 54706919.78 31915680.7 30511945.18 44347038.7 8953684.555 23127553.28 26569299.84 15221338.73 15305714.56 40784142.94 19002821.64 21598915.07 27486859.47 27000643.43 25438499.28 30344496.41 31945547.73 14240670.7 23645032.68 24595921.78 15776073.62 17940873.54 16785478.29 19904729.47 18329611.28 29556806.8 22961171.58 22711604.42 26742096.05 55249175.61 27917763.66 27584368.93 42254440.7 16244697.05 25636116.08 10197577.77 18916107.95 12148136.61 16139714.87 18589654.56 24968868.95 44690412.94 15697424.87 17710609 17312496.08 18307675.84 29137990.27 23871605.1 22813235.78 59154834.03 33492239.65 31239845.83 29559792.08 43066769.71 11098173.4 17563630.44 18637448.02 35749706.15 18556439.31 33902733.02 22583105.62 49755030.02 28274029.29 22680356.71 14441235.05 25446339.28 23405751.63 14487467.06 31247067.65 26995442.19 23344634.38 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 45421774.58 34108375.89 32509688.37 36450930.79 26875789.53 27516582.74 41545929.53 21269290.86 37971546.8 27731906.1 38716840.63 15589082.22 31839993.01 28802881.8 10450606.45 21746020.94 24320029.92 16819421.18 17086679.7 26385004.61 24076687.64 19865089.39 24323252.66 27141125.06 41585210.73 18609019.81 19260711.12 37616007.01 25779967.55 17598021.14 18014690.84 16480304.84 10738643.91 29391336.79 31956250.3 25562869.37 23030145.22 21916383.05 26190986.16 16789693.27 34683200.27 15002430.8 11995166.63 41798983.26 10292044.88 14773206.87 20750701.41 12164848.76 22931322.21 21926520.77 40665549.1 19890716.2 22554422.13 41506790.68 35619040.92 43448688.62 10009989.28 29801574.97 20381360.11 50711386.93 29165942.29 16060846.16 38375237.81 37612462.57 37853548.34 46323736.31 34371547.57 12630945.95 38356239.34 30599131.18 24405012.17 28888349.77 21341368.97 17116673.82 33395473.7 34648145.83 29039984.07 28378075.65 17400135.05 41996078.46 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 22144947.29 28830085.21 27430064.57 26733467.04 29545711.31 18115359.72 21938144.81 23684118.31 14606009.9 26531019.66 12715184.08 21134838.34 20409754.03 24380224.53 13675533.73 32854541.46 17512197.98 27198394.45 24551188.15 12695412 28619341.39 29702105.94 25033839.19 29678795.03 11744965.73 15286822.34 21172111.76 20140260.81 20275972.27 31780470.57 9739760.542 25163883.78 20326312.97 24788690.04 24597886.44 18426548.87 10594057 32329746.07 38594995.65 24347304.28 19650273.78 25685052.85 15115831.41 15868789.86 27105341.73 26610453.64 38766982.24 25724724.3 24300843.05 19210216.05 10894698.22 24221477.2 23287186.69 27326614.86 16030148.74 17097683.71 16081425.29 15044289.26 25650219.56 25394611.52 35405077.76 28925621.67 17557085.14 19950932.18 18286137.94 23083593.51 29103743.62 49111896.98 26727111.83 11767520.51 27337342.4 30575611.11 16185402.23 41846138.38 29811598.39 19754252.72 32543628.14 37216223.04 19206611.27 28063851.65 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 22376925.39 52911317.88 26944680 45789715.93 34266667.5 30145178.44 19451948.38 16268412.44 26285043.74 36801471.43 17708460.97 30957899.02 12558898.93 12746288.12 23783440.33 23911074.24 32177946.39 21092759.45 34464244.86 37001008.78 28574454.73 12128052.46 15199225.44 12206820.86 34479899.55 24937113.13 22220437.77 7276280.733 15852691.16 27865914.85 22484209.61 25475330.51 20503856.1 39476246.48 30335129.57 19449665.06 30122385.87 50603959.81 13856920.31 12246595.34 12824111.75 17667735.79 39654138.34 28417307.71 19998686.81 15783352.71 28682977.93 20230452.38 22443156.82 48815431.36 49578033.38 19154968.46 18728336.41 32980679.3 26571080.6 23328570.11 26843320.13 28513819.14 25381989.86 15593892.96 30439381.04 24831167.63 35260557.24 14991899.1 32198714.8 20738609.65 33798044.35 42082191.36 13909525.99 43628598.5 34029034.4 38446473.11 37011498.89 15412561.43 25752617.5 24625357.57 36919366.23 35066642.37 18091406.71 31924034.96 0 0 0 0 0 0 0 0 0 0 
