# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: 
# Instrument: BOA_beamline_monitors.instr
# Ncount: 25000000
# Trace: no
# Gravitation: no
# Seed: 1000
# Directory: BOA_1-9AA_1e8/0
# Nodes: 8
# Param: flagin=0
# Param: trompete_exit_slit_width=0.04
# Param: trompete_exit_slit_height=0.04
# Param: Lmin=1
# Param: Lmax=9
# Param: threshold=1e-12
# Date: Wed Jan  4 16:02:30 2023 (1672844550)
# type: array_1d(500)
# Source: BOA_RNR51 (BOA_beamline_monitors.instr)
# component: PSD_bender_1
# position: 0 0 5.5527
# title: PSD monitor
# Ncount: 200000000
# filename: PSD_bender_1.dat
# statistics: X0=-0.0279351; dX=2.2738;
# signal: Min=0; Max=2.75223e+08; Mean=1.28889e+08;
# values: 6.44444e+10 2.70454e+07 4.28754e+07
# xvar: X 
# yvar: (I,Ierr)
# xlabel: X position [cm]
# ylabel: Y
# xlimits: -5 5
# variables: X  I I_err N
# Data [PSD_bender_1/PSD_bender_1.dat] I:
-4.99 0 0 0 
-4.97 0 0 0 
-4.95 0 0 0 
-4.93 0 0 0 
-4.91 0 0 0 
-4.89 0 0 0 
-4.87 0 0 0 
-4.85 0 0 0 
-4.83 0 0 0 
-4.81 0 0 0 
-4.79 0 0 0 
-4.77 0 0 0 
-4.75 0 0 0 
-4.73 0 0 0 
-4.71 0 0 0 
-4.69 0 0 0 
-4.67 0 0 0 
-4.65 0 0 0 
-4.63 0 0 0 
-4.61 0 0 0 
-4.59 0 0 0 
-4.57 0 0 0 
-4.55 0 0 0 
-4.53 0 0 0 
-4.51 0 0 0 
-4.49 0 0 0 
-4.47 0 0 0 
-4.45 0 0 0 
-4.43 0 0 0 
-4.41 0 0 0 
-4.39 0 0 0 
-4.37 0 0 0 
-4.35 0 0 0 
-4.33 0 0 0 
-4.31 0 0 0 
-4.29 0 0 0 
-4.27 0 0 0 
-4.25 0 0 0 
-4.23 0 0 0 
-4.21 0 0 0 
-4.19 0 0 0 
-4.17 0 0 0 
-4.15 0 0 0 
-4.13 0 0 0 
-4.11 0 0 0 
-4.09 0 0 0 
-4.07 0 0 0 
-4.05 0 0 0 
-4.03 0 0 0 
-4.01 107700.774 13325.83863 240 
-3.99 88184762.46 1108833.345 64725 
-3.97 102376388.4 1208954.69 68588 
-3.95 109463466 1253080.264 70622 
-3.93 113447897 1278086.947 70851 
-3.91 119777955.9 1322852.344 70738 
-3.89 126406348.8 1320143.554 71977 
-3.87 157128147.7 1441962.095 81175 
-3.85 173075993.7 1504622.135 84895 
-3.83 176968731.6 1538277.047 84395 
-3.81 174090925.2 1545627.587 80849 
-3.79 185487478.2 1616514.82 82218 
-3.77 196726499.1 1687056.783 83742 
-3.75 70019518.34 1003697.923 29637 
-3.73 0 0 0 
-3.71 87552389.48 916838.2977 67687 
-3.69 148068526 1248787.622 106578 
-3.67 161785309.3 1344133.01 108340 
-3.65 169472899.6 1380451.817 108115 
-3.63 174893397.8 1395360.864 106933 
-3.61 185698656.2 1458941.504 106100 
-3.59 195381031.1 1513731.753 104716 
-3.57 196467717.7 1528002.929 101675 
-3.55 195647856.2 1557187.045 97924 
-3.53 185635670.6 1560552.952 89960 
